,n_movies,n_cat,time
423,7101,15,0.014369334006914869
424,1251,1,0.008363707980606705
425,2401,15,0.009509583003818989
426,1701,18,0.009065875026863068
427,4201,18,0.011312666989397258
428,9651,2,0.016480624995892867
429,5551,5,0.013002583989873528
430,4201,19,0.011299792007775977
431,1701,19,0.009075459005543962
432,5551,4,0.012397417012834921
433,9651,3,0.016716542013455182
434,4951,5,0.012281874980544671
435,6501,12,0.014127040980383754
436,3001,12,0.010156333999475464
437,2401,14,0.009673166990978643
438,7101,14,0.014353999984450638
439,4051,13,0.01124604101642035
440,1551,13,0.008672583004226908
441,2001,4,0.009174417005851865
442,5451,15,0.012678250001044944
443,6751,18,0.014183791994582862
444,3251,18,0.010656290978658944
445,9851,18,0.017141417018137872
446,801,13,0.007971415994688869
447,5901,7,0.013062834012089297
448,5251,8,0.012556541012600064
449,4601,11,0.011714416992617771
450,351,6,0.00753641698975116
451,801,9,0.007852082984754816
452,8601,1,0.015551834017969668
453,4501,6,0.01151795798796229
454,1301,11,0.008448332984698936
455,5201,17,0.012759042001562193
456,6351,10,0.013298457983182743
457,8851,16,0.016280084004392847
458,2701,8,0.009838291007326916
459,3651,10,0.011137875000713393
460,7501,20,0.01635387502028607
461,2251,16,0.010009250021539629
462,2001,20,0.009336375020211563
463,7751,16,0.014984292007284239
464,7751,2,0.015639499993994832
465,3051,6,0.010604499984765425
466,2551,4,0.010073917015688494
467,4501,19,0.012063457979820669
468,1001,19,0.008333083998877555
469,2301,14,0.009483499976340681
470,7601,14,0.015171667007962242
471,6201,12,0.013991209008963779
472,3951,5,0.01142512500518933
473,8901,14,0.01617749998695217
474,3701,12,0.011065416008932516
475,1,17,0.007274832983966917
476,5351,15,0.012790417007636279
477,4751,13,0.012139749975176528
478,9301,3,0.01642145900405012
479,5001,4,0.012270457984413952
480,1251,13,0.008552791987312958
481,951,11,0.008378750004339963
482,6051,18,0.013254624995170161
483,3551,18,0.011188208009116352
484,2901,7,0.010442957980558276
485,2251,8,0.009733500017318875
486,7201,2,0.015571041993098333
487,5501,17,0.013410249986918643
488,4101,11,0.012157083983765915
489,1401,11,0.008867707976605743
490,3501,6,0.010706458007916808
491,2551,16,0.010068208997836336
492,7201,20,0.014781624980969355
493,7051,16,0.014484167011687532
494,2701,20,0.01033554199966602
495,6451,10,0.013680916978046298
496,5701,8,0.012861499999416992
497,3151,10,0.010509374988032505
498,601,6,0.007939625007566065
499,4051,6,0.01110658299876377
500,8351,1,0.015584166976623237
501,2501,13,0.010218874987913296
502,7001,13,0.014947209012461826
503,51,11,0.007735124992905185
504,6401,15,0.013598707999335602
505,5951,2,0.013011415983783081
506,3101,15,0.010383375018136576
507,301,3,0.0072098329837899655
508,8651,4,0.015184709016466513
509,4551,3,0.011569416004931554
510,5701,18,0.013177832996007055
511,1501,9,0.00875233398983255
512,2751,19,0.01007424999261275
513,7251,19,0.014437792007811368
514,7701,7,0.014743832987733185
515,6051,9,0.013445416989270598
516,5551,12,0.013693500019144267
517,4151,14,0.013450124999508262
518,3001,3,0.0113965000200551
519,1451,14,0.008918042003642768
520,5301,10,0.012579750007716939
521,4701,16,0.012340792018221691
522,1051,20,0.00852729199687019
523,1201,16,0.008374917000764981
524,5501,1,0.012484957987908274
525,9601,6,0.016611166996881366
526,4551,20,0.012059999979101121
527,8151,8,0.015270832984242588
528,901,14,0.008296958985738456
529,1201,5,0.00823441700777039
530,2051,1,0.009163040987914428
531,2351,11,0.009636958973715082
532,6751,5,0.013831208023475483
533,7651,11,0.014899374975357205
534,8951,11,0.016178708989173174
535,6251,17,0.01365750000695698
536,3751,17,0.011396207992220297
537,8801,13,0.01617675001034513
538,2951,2,0.010267707984894514
539,6301,15,0.013539832987589762
540,3601,15,0.01093316701008007
541,2201,13,0.009214499994413927
542,7901,8,0.014909416990121827
543,7251,7,0.014490625006146729
544,7701,13,0.01519116701092571
545,6501,9,0.013549750001402572
546,3551,3,0.010569000005489215
547,5001,18,0.01237916701938957
548,851,16,0.008231541985878721
549,2051,19,0.009033916983753443
550,7551,19,0.015167291974648833
551,4651,14,0.012140249978983775
552,651,3,0.00779437500750646
553,1351,14,0.008557084016501904
554,4001,3,0.011060958000598475
555,8301,4,0.015426792000653222
556,1051,9,0.008318957989104092
557,5251,12,0.012361500004772097
558,1751,20,0.009116291999816895
559,4001,16,0.011355666996678337
560,4251,20,0.01179408299503848
561,2501,1,0.009808166010770947
562,1501,16,0.008648165996419266
563,5401,10,0.012541707983473316
564,6201,5,0.013183292001485825
565,9801,9,0.016820749995531514
566,9351,6,0.016425332985818386
567,5051,1,0.012348083982942626
568,6551,17,0.014140125014819205
569,3051,17,0.010381416999734938
570,8401,8,0.015225582988932729
571,2451,11,0.010018667002441362
572,7151,11,0.014306917000794783
573,1751,5,0.00888579202000983
574,9801,19,0.017179499991470948
575,3901,4,0.011261415987974033
576,3201,19,0.01049216600949876
577,6201,1,0.013147209014277905
578,6701,19,0.014184333005687222
579,5401,14,0.012627499992959201
580,1501,12,0.00894674999290146
581,2501,5,0.009590625006239861
582,4001,12,0.011040833021979779
583,1751,1,0.009122332994593307
584,7151,15,0.014546791004249826
585,2451,15,0.009831916016992182
586,3051,13,0.009939958021277562
587,6551,13,0.013486166018992662
588,5051,5,0.011613624985329807
589,9351,2,0.016422541986685246
590,1751,18,0.009300791978603229
591,4251,18,0.011431207996793091
592,3551,7,0.010711749986512586
593,7701,17,0.014950458018574864
594,7251,3,0.014284542005043477
595,2201,17,0.009628457977669314
596,2201,9,0.009351375018013641
597,3601,11,0.010726333013735712
598,6301,11,0.01425804098835215
599,8801,17,0.016360374982468784
600,2951,6,0.01033612500759773
601,5251,16,0.01258883299306035
602,5001,20,0.012901458016131073
603,4001,7,0.011178291984833777
604,1351,10,0.00860879200627096
605,4651,10,0.011859332997119054
606,651,7,0.00804800001787953
607,5751,9,0.013220207998529077
608,851,12,0.008170000015525147
609,3501,19,0.010921790992142633
610,1201,1,0.008522125019226223
611,901,10,0.008015250001335517
612,6001,19,0.013359417003812268
613,4901,4,0.012167665991000831
614,9601,2,0.016721749998396263
615,5501,5,0.01297462498769164
616,1201,12,0.00900729198474437
617,4701,12,0.01271650000126101
618,5301,14,0.01327129200217314
619,3751,13,0.011319125012960285
620,6251,13,0.013685165991773829
621,8951,15,0.016672249999828637
622,7651,15,0.015431875013746321
623,6751,1,0.014213457994628698
624,2351,15,0.010238541988655925
625,1051,18,0.00824804199510254
626,4551,18,0.012101959000574425
627,2051,5,0.009618292009690776
628,4551,7,0.012087041017366573
629,851,8,0.008285916992463171
630,301,7,0.007886999985203147
631,5201,9,0.0125331669987645
632,3101,11,0.010507333994610235
633,5951,6,0.013097792019834742
634,6401,11,0.013623249978991225
635,51,15,0.007434166996972635
636,7001,17,0.014178707991959527
637,2501,17,0.009878083015792072
638,1451,10,0.008502332988427952
639,3001,7,0.010167583997827023
640,4151,10,0.011337500007357448
641,5551,16,0.01317070799996145
642,5701,20,0.01297916698968038
643,7701,3,0.014847499987808987
644,2751,9,0.010203999991063029
645,3501,2,0.0106812090089079
646,1401,15,0.008830209000734612
647,4101,15,0.011534999997820705
648,6551,8,0.013789291988359764
649,5501,13,0.012865500000771135
650,7201,6,0.014340624999022111
651,7951,9,0.015417040995089337
652,7201,18,0.01471933297580108
653,2701,18,0.010281750001013279
654,2901,3,0.009952958003850654
655,1001,8,0.008300874993437901
656,8351,5,0.01547004099120386
657,4051,2,0.011254917015321553
658,5751,19,0.013252042001113296
659,601,2,0.007993292005266994
660,3151,14,0.010553041996899992
661,6451,14,0.01354066701605916
662,7051,12,0.014277375012170523
663,2551,12,0.00992729200515896
664,6051,20,0.013380582997342572
665,3701,16,0.011267875001067296
666,1,13,0.007324458012590185
667,3551,20,0.010643833986250684
668,3951,1,0.011297832999844104
669,8901,10,0.016010999999707565
670,6201,16,0.013543000008212402
671,6251,4,0.013177374989027157
672,7601,10,0.015140375006012619
673,2301,10,0.010338708001654595
674,1701,4,0.009862791979685426
675,951,15,0.008362541004316881
676,8451,9,0.015929041022900492
677,1251,17,0.008991666982183233
678,9301,7,0.016557790979277343
679,4751,17,0.012623082991922274
680,9851,8,0.01718283400987275
681,5351,11,0.012930957978824154
682,1551,8,0.009382125019328669
683,5201,13,0.013269957999000326
684,1301,15,0.008976749988505617
685,4501,2,0.012056458013830706
686,8601,5,0.016290917003061622
687,4601,15,0.012156292010331526
688,351,2,0.007896625000284985
689,7501,18,0.015052958013257012
690,5901,3,0.013214000005973503
691,2001,18,0.009363749995827675
692,801,17,0.008093333017313853
693,3051,2,0.010307874996215105
694,5051,19,0.012565790995722637
695,6001,8,0.013368416985031217
696,7751,6,0.014910166995832697
697,7751,12,0.015106332983123139
698,2251,12,0.009676584013504907
699,3651,14,0.011417000001529232
700,8851,12,0.017933292023371905
701,6351,14,0.015340999991167337
702,7101,10,0.014699250023113564
703,1251,4,0.008813874999759719
704,9851,20,0.017619082995224744
705,2401,10,0.009696333989268169
706,3001,16,0.010426124994410202
707,8101,9,0.015351583017036319
708,6751,20,0.014577041991287842
709,6501,16,0.013893458002712578
710,4951,1,0.012441416009096429
711,3251,20,0.010671708005247638
712,9651,7,0.016904041985981166
713,6701,4,0.013990457984618843
714,5451,11,0.012701333005679771
715,1551,17,0.008987666020402685
716,4051,17,0.011443833005614579
717,5451,10,0.013073292007902637
718,4051,16,0.011957541981246322
719,1701,20,0.009145499992882833
720,1551,16,0.008974834025138989
721,2001,1,0.009249416994862258
722,4201,20,0.01147800000035204
723,6701,5,0.013967083010356873
724,5551,1,0.012828500010073185
725,9651,6,0.017028125002980232
726,2401,11,0.009812791977310553
727,1251,5,0.008434874995145947
728,7101,11,0.014179958001477644
729,6501,17,0.014060083020012826
730,8101,8,0.015592917014146224
731,3001,17,0.010535791021538898
732,2251,13,0.009552083996823058
733,7751,13,0.015048166998894885
734,7751,7,0.015128125000046566
735,6351,15,0.013745333009865135
736,8851,13,0.016292834014166147
737,3651,15,0.011100041010649875
738,5051,18,0.012550582992844284
739,3051,3,0.010418417019536719
740,6001,9,0.013479624991305172
741,2001,19,0.00936712499242276
742,5901,2,0.013218499982031062
743,7501,19,0.015312542003812268
744,801,16,0.008157709002261981
745,5201,12,0.012758583994582295
746,1551,9,0.00869779201457277
747,351,3,0.007334915979299694
748,4601,14,0.011692999978549778
749,8601,4,0.015415500005474314
750,4501,3,0.011486790986964479
751,1301,14,0.008839082991471514
752,1001,20,0.008318500011228025
753,9851,9,0.01683249999769032
754,4751,16,0.012011250015348196
755,4501,20,0.01193237499683164
756,9301,6,0.01632541700382717
757,5001,1,0.012616457999683917
758,1251,16,0.008479375013848767
759,5351,10,0.01245895799365826
760,951,14,0.008203790988773108
761,1701,5,0.008754250011406839
762,8451,8,0.01560912499553524
763,2551,1,0.009858833975158632
764,6201,17,0.013768625009106472
765,8901,11,0.016230457986239344
766,1,12,0.00730520801153034
767,3701,17,0.011056957999244332
768,2301,11,0.009603000013157725
769,7601,11,0.014534707996062934
770,6251,5,0.013268375012557954
771,6451,15,0.013912916998378932
772,3151,15,0.010637916013365611
773,2551,13,0.010081540996907279
774,7051,13,0.014290666003944352
775,1001,9,0.00830295798368752
776,601,3,0.007734167011221871
777,5751,18,0.013127957994583994
778,4051,3,0.011156749998917803
779,8351,4,0.015691000007791445
780,7951,8,0.015274375007720664
781,7201,7,0.014716416015289724
782,2901,2,0.010257082991302013
783,2701,19,0.01012341698515229
784,7201,19,0.01464070801739581
785,4101,14,0.011473416001535952
786,1401,14,0.008950999996159226
787,3501,3,0.010678874998120591
788,5501,12,0.01272416699794121
789,6551,9,0.013560624996898696
790,7701,2,0.0149457500083372
791,2751,8,0.010224582976661623
792,4151,11,0.011306250002235174
793,3001,6,0.010422916995594278
794,1451,11,0.008580416004406288
795,5551,17,0.013198917004046962
796,6401,10,0.013560416002292186
797,5951,7,0.013722791016334668
798,3101,10,0.01045687502482906
799,5201,8,0.012544625002192333
800,7251,20,0.015117041999474168
801,2501,16,0.010022791975643486
802,2751,20,0.01022975001251325
803,51,14,0.007118875015294179
804,7001,16,0.014201250014593825
805,301,6,0.007666040997719392
806,8651,1,0.016272958018817008
807,851,9,0.008306166011607274
808,4551,6,0.01172570901690051
809,4551,19,0.012013958999887109
810,1051,19,0.008376833982765675
811,2051,4,0.00909254199359566
812,8951,14,0.016071374993771315
813,6251,12,0.013618375000078231
814,3751,12,0.011364582984242588
815,2351,14,0.009636290982598439
816,7651,14,0.01511266699526459
817,4701,13,0.01217745800386183
818,1201,13,0.008592208003392443
819,5501,4,0.012394874996971339
820,9601,3,0.01671308299410157
821,5301,15,0.012597708002431318
822,6001,18,0.013485666015185416
823,901,11,0.00842691698926501
824,3501,18,0.01094845900661312
825,4901,5,0.01232620800146833
826,5751,8,0.013261708023492247
827,851,13,0.0081822500214912
828,5251,17,0.012510416010627523
829,651,6,0.007757334009511396
830,4651,11,0.0113710839941632
831,1351,11,0.009344124991912395
832,4001,6,0.011083332996349782
833,8301,1,0.015457833011168987
834,2201,16,0.009891999972751364
835,7551,20,0.015149874991038814
836,7251,2,0.014477166987489909
837,7701,16,0.015283624990843236
838,2051,20,0.009558915975503623
839,2951,7,0.009951582993380725
840,8801,16,0.016491457994561642
841,6301,10,0.013679458992555737
842,3601,10,0.011217458988539875
843,2201,8,0.009768457995960489
844,3551,6,0.010534375003771856
845,9351,3,0.016576207999605685
846,5051,4,0.012567916011903435
847,4251,19,0.011685167002724484
848,1751,19,0.009205666981870309
849,2451,14,0.00952879199758172
850,7151,14,0.01452612501452677
851,6551,12,0.01377379201585427
852,3051,12,0.010371957992902026
853,5401,15,0.013027917011640966
854,4001,13,0.011455333005869761
855,2501,4,0.00985908298753202
856,1501,13,0.00876954197883606
857,3901,5,0.010875333013245836
858,9801,18,0.017562041990458965
859,6701,18,0.014247499988414347
860,3201,18,0.010813500004587695
861,2501,6,0.00975608400767669
862,1501,11,0.008773792011197656
863,4001,11,0.011760708002839237
864,5401,17,0.01264341699425131
865,6201,2,0.013421667012153193
866,3251,8,0.010467041982337832
867,3901,7,0.011392708984203637
868,5051,6,0.012336166022578254
869,9351,1,0.016404916997998953
870,3051,10,0.010408957983599976
871,4701,8,0.012764250015607104
872,6551,10,0.0142244590097107
873,151,8,0.00938825000775978
874,7151,16,0.016154083015862852
875,1751,2,0.009871332993498072
