,n_movies,n_cat,time
876,2601,20,0.009870999987469986
877,2451,16,0.009752875019330531
878,7301,20,0.014892834005877376
879,3601,12,0.010923249996267259
880,6301,12,0.01407933299196884
881,8801,14,0.017493291990831494
882,2951,5,0.01109983297646977
883,7701,14,0.015280624997103587
884,2201,14,0.010030041972640902
885,1101,19,0.00833716700435616
886,4401,19,0.011788959003752097
887,3551,4,0.010924583009909838
888,3451,18,0.011461916990811005
889,851,11,0.008573749975766987
890,6151,18,0.014445416018133983
891,8301,3,0.01603329199133441
892,1351,13,0.008915250014979392
893,4001,4,0.011002541985362768
894,4651,13,0.012286042008781806
895,651,4,0.007971625018399209
896,5251,15,0.012480792007409036
897,5301,17,0.013231416989583522
898,9601,1,0.017629000009037554
899,1201,11,0.008931165997637436
900,5501,6,0.01289691700367257
901,4701,11,0.012407083006110042
902,4251,8,0.011825374996988103
903,401,8,0.007971999992150813
904,4901,7,0.01187504199333489
905,1201,2,0.008610749995568767
906,901,13,0.008313083002576604
907,2051,6,0.009297457989305258
908,2101,20,0.009468915988691151
909,6751,2,0.013825000001816079
910,7651,16,0.014791749999858439
911,7401,20,0.014861666015349329
912,2351,16,0.009736209001857787
913,3751,10,0.010979332990245894
914,3701,8,0.010978083009831607
915,6251,10,0.013619459001347423
916,8951,16,0.016408791998401284
917,7001,14,0.014714374992763624
918,51,16,0.007140958012314513
919,2501,14,0.009563667001202703
920,3101,12,0.01046525000128895
921,5951,5,0.013215499988291413
922,6401,12,0.013857957994332537
923,4551,4,0.011770082986913621
924,8651,3,0.01542029101983644
925,301,4,0.007542917010141537
926,1601,19,0.008804416982457042
927,4301,19,0.01176325001870282
928,9951,18,0.017413249996025115
929,3351,18,0.010702792002120987
930,6651,18,0.014195125026162714
931,5551,15,0.013366333005251363
932,3001,4,0.01014075000421144
933,1451,13,0.008746458013774827
934,4151,13,0.011616750009125099
935,7201,5,0.01421283301897347
936,5501,10,0.012649749987758696
937,4351,20,0.012478416989324614
938,1401,16,0.009033709007780999
939,3501,1,0.01096320801298134
940,1651,20,0.008893958001863211
941,4101,16,0.011118416994577274
942,7051,11,0.014489916007732973
943,2551,11,0.00989683301304467
944,3151,17,0.01048175001051277
945,9401,8,0.0166052499844227
946,6451,17,0.013936125003965572
947,8351,6,0.015739208000013605
948,4051,1,0.011599416990065947
949,8801,9,0.015990667016012594
950,601,1,0.008020708977710456
951,5101,18,0.012331000005360693
952,2551,3,0.009633291978389025
953,7501,9,0.014563957985956222
954,7601,13,0.014750667003681883
955,6251,7,0.013557874975958839
956,2301,13,0.009727541997563094
957,6901,8,0.014250665990402922
958,3701,15,0.011154541018186137
959,1,10,0.007114082982297987
960,3951,2,0.01092712499666959
961,8901,13,0.016354291990865022
962,6201,15,0.01362291700206697
963,5351,12,0.012825750018237159
964,5001,3,0.012025792006170377
965,1251,14,0.008480958989821374
966,9301,4,0.016037791996495798
967,4751,14,0.012055458006216213
968,7451,19,0.014811166998697445
969,2151,19,0.010083290981128812
970,1701,7,0.009159957990050316
971,951,16,0.008285541989607736
972,801,14,0.00807683399762027
973,9151,8,0.016454416007036343
974,4501,1,0.011889375018654391
975,1301,16,0.00868654201622121
976,4451,20,0.011977250018389896
977,8601,6,0.015694875008193776
978,4601,16,0.012282749987207353
979,351,1,0.007674291991861537
980,1151,20,0.008674833021359518
981,5201,10,0.012601124995853752
982,3651,17,0.01096491701900959
983,8851,11,0.016045291995396838
984,6351,17,0.01407729199854657
985,7751,11,0.015016958001069725
986,7751,5,0.014701165986480191
987,2251,11,0.009880291006993502
988,3051,1,0.010248915990814567
989,9651,4,0.016320791008183733
990,5601,18,0.012752207985613495
991,5551,3,0.012833291984861717
992,3001,15,0.010525292018428445
993,6501,15,0.013651374989422038
994,4951,2,0.012320624984567985
995,1251,7,0.008976542012533173
996,7101,13,0.014294792024884373
997,1901,8,0.009494958008872345
998,2401,13,0.009775625017937273
999,1551,14,0.008796333015197888
1000,2001,3,0.00922395900124684
1001,4051,14,0.011275124998064712
1002,5451,12,0.012584457988850772
1003,7051,9,0.01414362498326227
1004,6701,7,0.013837667007464916
1005,7351,19,0.015041417005704716
1006,2651,19,0.010292334016412497
1007,6701,6,0.013700250012334436
1008,2651,18,0.010409624985186383
1009,7351,18,0.014951999997720122
1010,4051,15,0.011270874994806945
1011,2001,2,0.009186875016894192
1012,1551,15,0.008839874994009733
1013,7051,8,0.014156000019283965
1014,5451,13,0.01279579199035652
1015,4951,3,0.01207091601099819
1016,6501,14,0.013549249997595325
1017,3001,14,0.010517958988202736
1018,2401,12,0.009398499998496845
1019,1901,9,0.009114666987443343
1020,7101,12,0.014532875007716939
1021,1251,6,0.008589459001086652
1022,5551,2,0.012717915989924222
1023,5601,19,0.012896375003037974
1024,9651,5,0.016627709002932534
1025,6351,16,0.013672874978510663
1026,3401,20,0.010665165988029912
1027,8851,10,0.015936666983179748
1028,3651,16,0.011123875010525808
1029,6101,20,0.013490999990608543
1030,2251,10,0.009598291973816231
1031,7751,4,0.014637165993917733
1032,7751,10,0.014843749988358468
1033,4601,17,0.01221091698971577
1034,8601,7,0.015824500005692244
1035,1301,17,0.00860879197716713
1036,5201,11,0.012467041990021244
1037,801,15,0.007879166980274022
1038,5901,1,0.012906874995678663
1039,9151,9,0.016122000000905246
1040,2151,18,0.009489082993241027
1041,7451,18,0.014799041993683204
1042,951,17,0.00860783297684975
1043,1701,6,0.008745583996642381
1044,5351,13,0.012643750000279397
1045,4751,15,0.012246583995874971
1046,9301,5,0.016375834005884826
1047,1251,15,0.008362666994798928
1048,5001,2,0.011862999992445111
1049,6901,9,0.01396462501725182
1050,2301,12,0.00942954100901261
1051,6251,6,0.013326665997738019
1052,7601,12,0.014858959009870887
1053,6201,14,0.015102832985576242
1054,8901,12,0.018064791016513482
1055,3951,3,0.011902625003131106
1056,1,11,0.007385125005384907
1057,3701,14,0.011065124999731779
1058,2551,2,0.00972283401642926
1059,5101,19,0.012587750010425225
1060,7501,8,0.014577624999219552
1061,8801,8,0.015899374993750826
1062,8351,7,0.015209165983833373
1063,9901,20,0.017491624981630594
1064,2551,10,0.00976245797937736
1065,7051,10,0.014060832996619865
1066,3301,20,0.010424917010823265
1067,6451,16,0.013721291004912928
1068,9401,9,0.01620708400150761
1069,6601,20,0.014238708012271672
1070,3151,16,0.010601042013149709
1071,5501,11,0.012731625000014901
1072,4101,17,0.01163704099599272
1073,1401,17,0.008587792020989582
1074,2901,1,0.009963832999346778
1075,7201,4,0.014285583019955084
1076,5551,14,0.012850250001065433
1077,4151,12,0.011272290983470157
1078,1451,12,0.008711665985174477
1079,3001,5,0.01018504099920392
1080,9951,19,0.017366415995638818
1081,6651,19,0.014562833006493747
1082,3351,19,0.010410207993118092
1083,7701,1,0.014785667008254677
1084,301,5,0.007565874984720722
1085,8651,2,0.01558279202436097
1086,4551,5,0.011811167001724243
1087,4301,18,0.011728499986929819
1088,1601,18,0.008912499994039536
1089,2501,15,0.009680000017397106
1090,7001,15,0.014112290984485298
1091,51,17,0.007110707985702902
1092,6401,13,0.013316083000972867
1093,5951,4,0.013077374984277412
1094,3101,13,0.010373208991950378
1095,2351,17,0.009679125010734424
1096,7651,17,0.01479862499400042
1097,6751,3,0.013782624999294057
1098,8951,17,0.016241707984590903
1099,6251,11,0.013313208008185029
1100,3701,9,0.010775416973046958
1101,3751,11,0.011144000018248335
1102,2051,7,0.009694000007584691
1103,4901,6,0.012330375000601634
1104,401,9,0.008224541990784928
1105,4251,9,0.011410458013415337
1106,901,12,0.008325667004100978
1107,1201,3,0.008428583008935675
1108,5151,20,0.012866375007433817
1109,5301,16,0.012861834024079144
1110,4701,10,0.011949292005738243
1111,5501,7,0.012951000011526048
1112,1201,10,0.008757624978898093
1113,651,5,0.007894582988228649
1114,4651,12,0.012008249992504716
1115,4001,5,0.011299208010314032
1116,1351,12,0.008646458998555318
1117,8301,2,0.01536070799920708
1118,5251,14,0.012866334000136703
1119,6151,19,0.01352174999192357
1120,851,10,0.008074041019426659
1121,3451,19,0.01060866701300256
1122,4401,18,0.012631541001610458
1123,1101,18,0.00834691702038981
1124,3551,5,0.010646750015439466
1125,2951,4,0.010009750025346875
1126,8801,15,0.01598875000490807
1127,6301,13,0.013686624995898455
1128,3601,13,0.010645750007824972
1129,2201,15,0.009531374991638586
1130,7701,15,0.015063958009704947
1131,7251,1,0.014427124988287687
1132,6551,11,0.013782249996438622
1133,151,9,0.007343875011429191
1134,4701,9,0.011728875018889084
1135,3051,11,0.010224958998151124
1136,2451,17,0.009795332996873185
1137,1751,3,0.009708833007607609
1138,7151,17,0.014307625009678304
1139,5051,7,0.012279999995371327
1140,6201,3,0.01360700000077486
1141,3901,6,0.011102042015409097
1142,3251,9,0.010514125024201348
1143,4001,10,0.011210374999791384
1144,1501,10,0.008834540989482775
1145,2501,7,0.00967200001468882
1146,5651,20,0.013152875006198883
1147,5401,16,0.013169290992664173
1148,501,15,0.008000000001629815
1149,1101,3,0.008044041984248906
1150,701,9,0.007858416996896267
1151,8901,1,0.015428584010805935
1152,4151,9,0.011071207991335541
1153,5601,7,0.013121124997269362
1154,8551,10,0.01574666702072136
1155,3901,20,0.011188957985723391
1156,3401,9,0.010673209006199613
1157,9301,20,0.016996541991829872
1158,9151,16,0.01647412500460632
1159,6451,3,0.013658875017426908
1160,7851,2,0.014800167002249509
1161,2801,8,0.010173583985306323
1162,2351,7,0.009272833005525172
1163,4651,5,0.011897666001459584
1164,8551,2,0.01572016699356027
1165,6801,14,0.014435374992899597
1166,9951,3,0.016857125010574237
1167,8301,12,0.015650500019546598
1168,2901,12,0.010117917001480237
1169,9701,14,0.016945125011261553
1170,3301,5,0.011503542016725987
1171,1851,15,0.0095904580084607
1172,5951,13,0.013433457992505282
1173,8151,18,0.016203042003326118
1174,351,17,0.007843625004170462
1175,7401,1,0.01444533298490569
1176,3151,9,0.010347416013246402
1177,201,15,0.007503000000724569
1178,6101,3,0.01319787499960512
1179,5801,11,0.013668582978425547
1180,2601,7,0.01029983299667947
1181,1901,17,0.009042499994393438
1182,2851,10,0.01031125002191402
1183,9401,20,0.017113500012783334
1184,1451,3,0.008809250022750348
1185,9651,16,0.016991708980640396
1186,6951,16,0.014648417010903358
1187,251,9,0.007462249981472269
1188,8251,10,0.015237790998071432
1189,901,6,0.008161208010278642
1190,4401,9,0.011422040988691151
1191,5801,8,0.01297766700736247
1192,5351,7,0.012533125001937151
1193,3651,5,0.01095558301312849
1194,7151,1,0.014390666998224333
1195,9001,14,0.016563084005611017
1196,8401,12,0.01560837498982437
1197,551,5,0.007905332982772961
1198,8001,2,0.01508462498895824
1199,4301,5,0.011344915983499959
1200,7951,18,0.015303583990316838
1201,451,17,0.0077705000003334135
1202,8651,18,0.016034500004025176
1203,8501,7,0.01565491600194946
1204,9901,6,0.01691870897775516
1205,9251,9,0.016394999984186143
1206,401,12,0.0076492079824674875
1207,6851,5,0.01381695899181068
1208,9051,11,0.016296917019644752
1209,7451,4,0.014422790991375223
1210,8451,17,0.015841374988667667
1211,651,18,0.007990375015651807
1212,2801,15,0.0099611250043381
1213,9601,13,0.01694037500419654
1214,1151,6,0.008513500011758879
1215,8201,15,0.015280166000593454
1216,8951,4,0.016007083002477884
1217,6901,13,0.014121417014393955
1218,9551,5,0.01682645801338367
1219,5651,2,0.012814834015443921
1220,9451,19,0.01697274998878129
1221,251,10,0.007462332985596731
1222,6401,6,0.013249666022602469
1223,51,3,0.007279749988811091
1224,7801,7,0.014672999997856095
1225,7351,8,0.014212375011993572
1226,5851,14,0.012733040988678113
1227,1951,12,0.008904291986254975
1228,2301,2,0.009291249996749684
1229,1801,10,0.009209625015500933
1230,5901,16,0.013211125013185665
1231,301,12,0.0078698750003241
1232,7101,4,0.015969458007020876
1233,1851,5,0.01068787500844337
1234,8051,7,0.015568458009511232
1235,151,18,0.0072138340037781745
1236,8351,17,0.015450332983164117
1237,6851,11,0.014262040989706293
1238,1,4,0.007358125003520399
1239,9701,9,0.016490124980919063
1240,2951,17,0.01017308299196884
1241,9751,11,0.017112583009293303
1242,8501,15,0.01666270798887126
1243,6151,6,0.013920333003625274
1244,9101,13,0.017360500001814216
1245,4901,18,0.012835291010560468
1246,7601,8,0.015440290997503325
1247,2651,2,0.010260999988531694
1248,551,10,0.007930874999146909
1249,1401,6,0.00842145798378624
1250,3951,19,0.011150832986459136
1251,951,3,0.0082902499998454
1252,9351,19,0.016991708980640396
1253,5301,2,0.012653125013457611
1254,9001,5,0.016293833003146574
1255,9001,4,0.016938042012043297
1256,5301,3,0.013639750017318875
1257,3951,18,0.01171800002339296
1258,1401,7,0.00881854200270027
1259,551,11,0.008042375004151836
1260,9351,18,0.01696458298829384
1261,951,2,0.008256291010184214
1262,7601,9,0.014575957990018651
1263,4901,19,0.012607250013388693
1264,2651,3,0.010448166984133422
1265,8501,14,0.01598220900632441
1266,9101,12,0.016317458997946233
1267,6151,7,0.012876166991190985
1268,9701,8,0.017498333007097244
1269,8101,20,0.023576084000524133
1270,1,5,0.016731540992623195
1271,6851,10,0.019651917013106868
1272,8351,16,0.017162665986688808
1273,151,19,0.008492749999277294
1274,9751,10,0.024996332998853177
1275,2951,16,0.012061249988619238
1276,1851,4,0.011338500014971942
1277,4351,1,0.014422375010326505
1278,8051,6,0.01716983300866559
1279,501,1,0.010004042007494718
1280,7101,5,0.015388250001706183
1281,301,13,0.009085790981771424
1282,3601,1,0.011717500019585714
1283,1801,11,0.011921625002287328
1284,5901,17,0.014336291991639882
1285,5851,15,0.014024875010363758
1286,7351,9,0.01691179198678583
1287,7801,6,0.015502790978644043
1288,51,2,0.007601916004205123
1289,2301,3,0.010009416990214959
1290,1951,13,0.010660667001502588
1291,9451,18,0.02235237500281073
1292,6401,7,0.016876125009730458
1293,251,11,0.007774666999466717
1294,5651,3,0.0141339169931598
1295,9551,4,0.018119415995897725
1296,1151,7,0.009890957997413352
1297,9601,12,0.017702292010653764
1298,2801,14,0.010543207987211645
1299,6901,12,0.014875082997605205
1300,8951,5,0.01649291699868627
1301,8201,14,0.01639695800258778
1302,7451,5,0.015175500011537224
1303,9051,10,0.017295584024395794
1304,7901,20,0.02254866700968705
1305,8601,20,0.016784500010544434
1306,651,19,0.008421625010669231
1307,8451,16,0.016079708002507687
1308,3351,1,0.011984041018877178
1309,6851,4,0.014768292021472007
1310,9251,8,0.016907458018977195
1311,9901,7,0.017939874989679083
1312,401,13,0.008544124983018264
1313,8501,6,0.015866208996158093
1314,4601,1,0.012361542001599446
1315,7951,19,0.016258500021649525
1316,601,20,0.008673292002640665
1317,8651,19,0.016960958018898964
1318,451,16,0.012172415998065844
1319,1801,1,0.010025708994362503
1320,4301,4,0.011729999998351559
1321,8001,3,0.015317792014684528
1322,551,4,0.008162916987203062
1323,9001,15,0.01645662498776801
1324,8401,13,0.016435833007562906
1325,3651,4,0.013587249995907769
1326,9051,1,0.03569150000112131
1327,5351,6,0.03259629101376049
1328,5801,9,0.03807245899224654
1329,9651,17,0.03712633400573395
1330,1451,2,0.02156470899353735
1331,2851,11,0.017404582991730422
1332,4401,8,0.017075749987270683
1333,901,7,0.009457207983359694
1334,8251,11,0.01623704200028442
1335,251,8,0.008049458003370091
1336,6951,17,0.015084542013937607
1337,5801,10,0.014985709014581516
1338,1901,16,0.010075291997054592
1339,2601,6,0.010934332996839657
1340,3151,8,0.010786291997646913
1341,6101,2,0.022405291005270556
1342,201,14,0.008164750004652888
1343,101,20,0.007541500002844259
1344,351,16,0.012004958000034094
1345,8151,19,0.021153459005290642
1346,1851,14,0.01000395801384002
1347,3301,4,0.011027958011254668
1348,5951,12,0.013267667003674433
1349,6801,1,0.01683862498612143
1350,8301,13,0.020993957994505763
1351,9951,2,0.017367791006108746
1352,6801,15,0.014781208010390401
1353,9701,15,0.01764733300660737
1354,2901,13,0.016250250017037615
1355,8551,3,0.017451457999413833
1356,4651,4,0.01593983400380239
1357,7851,3,0.02396858300198801
1358,2351,6,0.011995082983048633
1359,2801,9,0.023552166006993502
1360,3401,8,0.011649540974758565
1361,8551,11,0.01707183400867507
1362,6451,2,0.014372709003509954
1363,9151,17,0.016967333009233698
1364,5601,6,0.01643908300320618
1365,4951,20,0.02119145798496902
1366,9501,1,0.018345750024309382
1367,1101,2,0.009082874981686473
1368,501,14,0.008821041003102437
1369,4151,8,0.01221354102017358
1370,701,8,0.008162207988789305
1371,9501,3,0.017639666999457404
1372,5601,4,0.013330333022167906
1373,8901,2,0.026384208002127707
1374,7801,19,0.022941333008930087
1375,8701,19,0.04337145801400766
1376,501,16,0.04474141600076109
1377,751,20,0.028828583017457277
1378,2351,4,0.018256000010296702
1379,7851,1,0.033018666988937184
1380,9151,15,0.06628350002574734
1381,8551,13,0.11401616700459272
1382,2901,11,0.040425124985631555
1383,9701,17,0.05081933399196714
1384,6801,17,0.049594499985687435
1385,8301,11,0.04624762499588542
1386,5101,8,0.08890616698772646
1387,4651,6,0.06735258299158886
1388,8551,1,0.15862862500944175
1389,2451,8,0.18925654201302677
1390,351,14,0.04101183300372213
1391,7401,2,0.11592470901086926
1392,6801,3,0.13292637499398552
1393,5951,10,0.060146542004076764
1394,3851,9,0.04998929100111127
1395,3301,6,0.07709895801963285
1396,1851,16,0.058093166997423396
1397,2601,4,0.11422233399935067
1398,1901,14,0.07110479200491682
1399,5801,12,0.09318979200907052
1400,201,16,0.08415612499811687
1401,8001,19,0.09457345900591463
1402,5351,4,0.06002733300556429
1403,9051,3,0.03950700000859797
1404,6951,15,0.04232799998135306
1405,8251,13,0.041298958007246256
1406,901,5,0.044532291998621076
1407,2851,13,0.05180587500217371
1408,9651,15,0.14480374997947365
1409,8401,11,0.07547879198682494
1410,2101,8,0.02330929200979881
1411,7151,2,0.03556541699799709
1412,9001,17,0.05585170799167827
1413,3651,6,0.034691749984631315
1414,451,14,0.025540333008393645
1415,5451,8,0.026966749981511384
1416,4851,9,0.03330666699912399
1417,551,6,0.009249833005014807
1418,8001,1,0.015943999984301627
1419,4301,6,0.01394662499660626
1420,4801,20,0.013932000001659617
1421,1801,3,0.009954666980775073
1422,401,11,0.008058334002271295
1423,3801,18,0.011382249998860061
1424,9901,5,0.016942249989369884
1425,9201,18,0.016654959006700665
1426,4601,3,0.012029040983179584
1427,8501,4,0.015429207996930927
1428,1651,9,0.008395084005314857
1429,8451,14,0.016597624984569848
1430,9051,12,0.019260750006651506
1431,7451,7,0.015707540995208547
1432,4851,19,0.012351166980806738
1433,6851,6,0.013987250014906749
1434,6301,9,0.013285792025271803
1435,3351,3,0.012760582991177216
1436,9551,6,0.01721758401254192
1437,5651,1,0.013431416999083012
1438,8201,16,0.01610983401769772
1439,8951,7,0.016668875003233552
1440,6901,10,0.014258334005717188
1441,8201,8,0.015556790982373059
1442,8051,20,0.015573125012451783
1443,2801,16,0.01020016599795781
1444,9601,10,0.016946124989772215
1445,1151,5,0.008288249984616414
1446,1951,11,0.008616875013103709
1447,2301,1,0.009841999999480322
1448,7801,4,0.01520162500673905
1449,5851,17,0.013322000013431534
1450,251,13,0.007691707985941321
1451,6401,5,0.013664291007444263
1452,9501,18,0.017599332990357652
1453,301,11,0.007914291985798627
1454,7101,7,0.014275207999162376
1455,6651,9,0.013544291985454038
1456,5901,15,0.013752958009717986
1457,1801,13,0.009618209005566314
1458,3601,3,0.011217916995519772
1459,2951,14,0.010611249977955595
1460,9751,12,0.017780124995624647
1461,8351,14,0.016112000012071803
1462,6851,12,0.014250791020458564
1463,1,7,0.007862625003326684
1464,501,3,0.007777917024213821
1465,8051,4,0.014740250015165657
1466,4351,3,0.012095665995730087
1467,1851,6,0.010132750001503155
1468,1301,9,0.010125000000698492
1469,2651,1,0.010073542012833059
1470,7851,20,0.015672540990635753
1471,6151,5,0.013529666000977159
1472,9101,10,0.016412416007369757
1473,701,19,0.00812804198358208
1474,8501,16,0.01581879099830985
1475,8751,20,0.01667329200427048
1476,5301,1,0.012348457996267825
1477,9001,6,0.016454666008939967
1478,8751,8,0.016396582999732345
1479,551,13,0.007935165980597958
1480,1401,5,0.008577957982197404
1481,951,1,0.008629292016848922
1482,8751,9,0.016290166997350752
1483,1401,4,0.009223458007909358
1484,551,12,0.008017292013391852
1485,9001,7,0.016664208989823237
1486,9101,11,0.017605665983865038
1487,6151,4,0.014446624991251156
1488,8501,17,0.01622804201906547
1489,701,18,0.008625624992419034
1490,4351,2,0.010890416975598782
1491,8051,5,0.015834290999919176
1492,501,2,0.008121916005620733
1493,1301,8,0.009011207992443815
1494,1851,7,0.009478207997744903
1495,9751,13,0.017897540994454175
1496,2951,15,0.011719041998730972
1497,1,6,0.008917707978980616
1498,6851,13,0.015226208022795618
1499,8351,15,0.016801292018499225
1500,5901,14,0.013920166995376348
1501,6651,8,0.01436699999612756
1502,3601,2,0.011122249998152256
1503,1801,12,0.009261792001780123
1504,9501,19,0.017540917004225776
1505,7101,6,0.014401499996893108
1506,301,10,0.007281041005626321
1507,6401,4,0.014212958019925281
1508,251,12,0.008021957997698337
1509,1951,10,0.008929917006753385
1510,5851,16,0.013953459012554958
1511,7801,5,0.015002750005805865
1512,51,1,0.007491833996027708
1513,8201,9,0.015249249991029501
1514,6901,11,0.014985249988967553
1515,8951,6,0.017248290998395532
1516,8201,17,0.016633749997708946
1517,1151,4,0.00915816699853167
1518,9601,11,0.017551875003846362
1519,2801,17,0.011010999995050952
1520,9551,7,0.017298958002356812
1521,6301,8,0.014443041000049561
1522,6851,7,0.015932957991026342
1523,4851,18,0.013921915990067646
1524,3351,2,0.013129291997756809
1525,8451,15,0.017822875001002103
1526,7451,6,0.015508417011005804
1527,9051,13,0.01773724998929538
1528,8501,5,0.016389249998610467
1529,4601,2,0.012583125004312024
1530,1651,8,0.010373958008131012
1531,3801,19,0.013220916996942833
1532,401,10,0.008848541998304427
1533,9201,19,0.018041541014099494
1534,9901,4,0.018202500010374933
1535,4301,7,0.013456457993015647
1536,551,7,0.010566334007307887
1537,4851,8,0.014045125019038096
1538,1801,2,0.010327209020033479
1539,451,15,0.009472875011852011
1540,5451,9,0.015684540994698182
1541,3651,7,0.012102250009775162
1542,2101,9,0.010890500008827075
1543,8401,10,0.016076624975539744
1544,3851,20,0.015192999999271706
1545,9001,16,0.017333374998997897
1546,7151,3,0.015520207991357893
1547,9251,20,0.01786845800234005
1548,901,4,0.008846457989420742
1549,8251,12,0.016207957989536226
1550,6951,14,0.015577417012536898
1551,9651,14,0.01887033399543725
1552,1451,1,0.009316832991316915
1553,2851,12,0.01040541601832956
1554,9051,2,0.017179125017719343
1555,5351,5,0.016296916001010686
1556,6101,1,0.022616875008679926
1557,8001,18,0.021615417004795745
1558,201,17,0.03171100001782179
1559,1901,15,0.043716374988434836
1560,2601,5,0.015563749999273568
1561,5801,13,0.01825575000839308
1562,5951,11,0.016985249996650964
1563,6801,2,0.016018583002733067
1564,1851,17,0.011155291984323412
1565,3301,7,0.01142900000559166
1566,3851,8,0.012350583012448624
1567,2451,9,0.012787082989234477
1568,7401,3,0.015112416993360966
1569,351,15,0.007586959021864459
1570,4651,7,0.011145458003738895
1571,9701,16,0.0174437920213677
1572,2901,10,0.010134915995877236
1573,9551,20,0.016951541998423636
1574,5101,9,0.012344041984761134
1575,8301,10,0.015529457974480465
1576,9951,1,0.01678333297604695
1577,6801,16,0.015081916993949562
1578,6451,1,0.013969541992992163
1579,9151,14,0.01644974999362603
1580,8551,12,0.015843582979869097
1581,2351,5,0.00946154200937599
1582,7801,18,0.015658707998227328
1583,8901,3,0.016127082984894514
1584,1101,1,0.008308916992973536
1585,501,17,0.007372166001005098
1586,8701,18,0.015939665987389162
1587,5601,5,0.012488582986406982
1588,9501,2,0.01657645797240548
1589,7851,4,0.015233333979267627
1590,2351,1,0.012454833020456135
1591,8551,16,0.01845649999449961
1592,751,19,0.008478332980303094
1593,8701,20,0.017681833007372916
1594,7801,20,0.015765249991090968
1595,9151,10,0.01641791599104181
1596,6451,5,0.0138814160018228
1597,9501,6,0.017126332997577265
1598,5601,1,0.013018750003539026
1599,501,13,0.007669957994949073
1600,1101,5,0.008578499982832
1601,8901,7,0.016440833016531542
1602,8251,8,0.0154792079993058
1603,351,11,0.007704791001742706
1604,7401,7,0.013977166003314778
1605,9551,18,0.01709454201045446
1606,3301,3,0.010489666019566357
1607,1851,13,0.008847541990689933
1608,6801,6,0.01349991699680686
1609,5951,15,0.01302420801948756
1610,6351,9,0.013472666003508493
1611,6801,12,0.013237250008387491
1612,8301,14,0.014678000006824732
1613,9951,5,0.01620837501832284
1614,2901,14,0.009577332995831966
1615,9701,12,0.016019208007492125
1616,1601,9,0.008108999987598509
1617,4651,3,0.011096500005805865
1618,8551,4,0.01495491698733531
1619,5351,1,0.01163666698266752
1620,9051,6,0.015447666984982789
1621,2851,16,0.00948279199656099
1622,1451,5,0.008398791018407792
1623,9651,10,0.01610141701530665
1624,6951,10,0.013687083002878353
1625,8251,16,0.015150082996115088
1626,8001,20,0.014765083004022017
1627,8701,8,0.014895542000886053
1628,5801,17,0.012282249983400106
1629,2601,1,0.00902745799976401
1630,1901,11,0.008231040992541239
1631,201,13,0.007406541000818834
1632,6101,5,0.016476666991366073
1633,9251,18,0.017578834027517587
1634,451,11,0.009887666994472966
1635,3851,18,0.012781707977410406
1636,1801,6,0.01055350000387989
1637,1351,9,0.008613374986452982
1638,551,3,0.007697541994275525
1639,8001,4,0.014396833023056388
1640,4301,3,0.010979959013639018
1641,7151,7,0.013593290990684181
1642,9001,12,0.01548108397400938
1643,8401,14,0.014961500011850148
1644,3651,3,0.010026333999121562
1645,4801,19,0.011470792000181973
1646,6601,9,0.013705083023523912
1647,9051,17,0.01673504099017009
1648,7451,2,0.015083250007592142
1649,8451,11,0.01611100000445731
1650,2401,8,0.009759332984685898
1651,3801,9,0.010981792001985013
1652,3351,6,0.010454207978909835
1653,6851,3,0.013962666998850182
1654,5151,8,0.013746250013355166
1655,401,14,0.00746162497671321
1656,4851,20,0.012041082984069362
1657,4601,6,0.011481916008051485
1658,8501,1,0.015050249989144504
1659,51,5,0.006529082980705425
1660,7801,1,0.014258458017138764
1661,5851,12,0.012619208020623773
1662,1951,14,0.009340457996586338
1663,2301,4,0.009903457976179197
1664,8051,19,0.016278750001220033
1665,251,16,0.007309916982194409
1666,9551,3,0.016263792000245303
1667,5651,4,0.012703124986728653
1668,2801,13,0.009686542005511
1669,9601,15,0.016364958020858467
1670,8951,2,0.0162225830135867
1671,8201,13,0.016223415994318202
1672,6901,15,0.014428832975681871
1673,8351,11,0.015492667007492855
1674,1,2,0.00750837498344481
1675,6851,17,0.01427916600368917
1676,5401,8,0.012444667023373768
1677,2951,11,0.010089542018249631
1678,9751,17,0.017204374977154657
1679,1851,3,0.009425791999092326
1680,4801,9,0.012210708984639496
1681,501,6,0.0084968330047559
1682,8051,1,0.014671207987703383
1683,4351,6,0.01237912499345839
1684,301,14,0.008091083000181243
1685,7101,2,0.014597500005038455
1686,2151,8,0.01057558399043046
1687,1801,16,0.009655917005147785
1688,3601,6,0.010806667007273063
1689,5901,10,0.013083333004033193
1690,5301,4,0.0126636250060983
1691,9001,3,0.015969458007020876
1692,551,16,0.008403124986216426
1693,8751,19,0.017853459023172036
1694,701,20,0.00986879100673832
1695,951,5,0.009580625017406419
1696,7851,19,0.015349666005931795
1697,2651,4,0.01040954198106192
1698,8501,13,0.015506833995459601
1699,9101,15,0.01674483300303109
1700,8501,12,0.015495291008846834
1701,9101,14,0.016012542007956654
1702,6151,1,0.013210500008426607
1703,2651,5,0.009858625009655952
1704,1401,1,0.008490708016324788
1705,8751,18,0.01603925001109019
1706,551,17,0.00776820897590369
1707,7851,18,0.015505499992286786
1708,951,4,0.008241584000643343
1709,9001,2,0.01720841700443998
1710,5301,5,0.01362591699580662
1711,3601,7,0.011066542007029057
