,n_movies,n_cat,time,n_output
181,1801.0,2.0,0.009237458987627178,4.0
182,1801.0,3.0,0.008875916988472454,5.0
183,1801.0,4.0,0.009439875007956289,8.0
184,1801.0,5.0,0.008617832994787022,14.0
185,1801.0,6.0,0.008604957998613827,12.0
186,1801.0,7.0,0.008926291993702762,10.0
187,1801.0,8.0,0.00922899998840876,11.0
188,1801.0,9.0,0.009544458007439971,11.0
189,1801.0,10.0,0.008975916003691964,9.0
190,1901.0,1.0,0.008956000005127862,1.0
191,1901.0,2.0,0.009125833006692119,3.0
192,1901.0,3.0,0.0091390410088934,5.0
193,1901.0,4.0,0.008642375003546476,10.0
194,1901.0,5.0,0.009094875000300817,12.0
195,1901.0,6.0,0.008982207989902236,13.0
196,1901.0,7.0,0.00906149999354966,10.0
197,1901.0,8.0,0.009038457996211946,12.0
198,1901.0,9.0,0.008731999987503514,10.0
199,1901.0,10.0,0.009199709005770274,11.0
200,2001.0,1.0,0.009457708001718856,1.0
201,2001.0,2.0,0.00884037499781698,3.0
202,2001.0,3.0,0.009644958990975283,4.0
203,2001.0,4.0,0.008641542008263059,9.0
204,2001.0,5.0,0.009335750000900589,11.0
205,2001.0,6.0,0.011251999996602535,10.0
206,2001.0,7.0,0.00935566599946469,8.0
207,2001.0,8.0,0.009431667000171728,13.0
208,2001.0,9.0,0.009624166996218264,12.0
209,2001.0,10.0,0.009392457999638282,11.0
210,2101.0,1.0,0.009415166001417674,1.0
211,2101.0,2.0,0.009565916989231482,2.0
212,2101.0,3.0,0.009574833005899563,7.0
213,2101.0,4.0,0.009877042000880465,10.0
214,2101.0,5.0,0.009424834002857096,9.0
215,2101.0,6.0,0.009034167000208981,11.0
216,2101.0,7.0,0.009767416995600797,10.0
217,2101.0,8.0,0.008990624992293306,12.0
218,2101.0,9.0,0.009101624993490987,11.0
219,2101.0,10.0,0.009284667001338676,11.0
220,2201.0,1.0,0.009384457996929996,1.0
221,2201.0,2.0,0.009361458010971546,4.0
222,2201.0,3.0,0.008770665997872129,8.0
223,2201.0,4.0,0.009585624997271225,9.0
224,2201.0,5.0,0.011301459002424963,13.0
225,2201.0,6.0,0.009958458002074622,13.0
226,2201.0,7.0,0.008911416996852495,8.0
227,2201.0,8.0,0.01037870800064411,12.0
228,2201.0,9.0,0.009614707989385352,10.0
229,2201.0,10.0,0.010886000003665686,10.0
230,2301.0,1.0,0.009363417004351504,1.0
231,2301.0,2.0,0.00949458300601691,3.0
232,2301.0,3.0,0.008764042009715922,5.0
233,2301.0,4.0,0.009362041993881576,7.0
234,2301.0,5.0,0.009450124998693354,10.0
235,2301.0,6.0,0.009519375002128072,7.0
236,2301.0,7.0,0.011068916996009648,7.0
237,2301.0,8.0,0.009622415993362665,9.0
238,2301.0,9.0,0.009593915994628333,11.0
239,2301.0,10.0,0.009431500002392568,13.0
240,2401.0,1.0,0.010059749998617917,1.0
241,2401.0,2.0,0.009477249986957759,3.0
242,2401.0,3.0,0.00902933299948927,7.0
243,2401.0,4.0,0.009597166994353756,7.0
244,2401.0,5.0,0.009222624998074025,8.0
245,2401.0,6.0,0.010099207996972837,11.0
246,2401.0,7.0,0.009369000006699935,10.0
247,2401.0,8.0,0.0096601660043234,10.0
248,2401.0,9.0,0.009594165996531956,10.0
249,2401.0,10.0,0.01086100000247825,10.0
250,2501.0,1.0,0.009672125001088716,1.0
251,2501.0,2.0,0.00966504200187046,2.0
252,2501.0,3.0,0.009593042006599717,6.0
253,2501.0,4.0,0.009651125001255423,9.0
254,2501.0,5.0,0.009704124997369945,11.0
255,2501.0,6.0,0.009869041998172179,11.0
256,2501.0,7.0,0.009447042000829242,9.0
257,2501.0,8.0,0.009954124994692393,13.0
258,2501.0,9.0,0.00974487500207033,12.0
259,2501.0,10.0,0.010833332999027334,11.0
260,2601.0,1.0,0.009751165998750366,1.0
261,2601.0,2.0,0.009039416996529326,2.0
262,2601.0,3.0,0.009744959010276943,4.0
263,2601.0,4.0,0.009466957999393344,9.0
264,2601.0,5.0,0.009255458993720822,10.0
265,2601.0,6.0,0.009459167005843483,11.0
266,2601.0,7.0,0.009853666997514665,9.0
267,2601.0,8.0,0.010235124995233491,14.0
268,2601.0,9.0,0.009839874997851439,13.0
269,2601.0,10.0,0.010326707997592166,9.0
270,2701.0,1.0,0.009868583991192281,1.0
271,2701.0,2.0,0.009610625013010576,2.0
272,2701.0,3.0,0.009973209002055228,8.0
273,2701.0,4.0,0.009512040996924043,6.0
274,2701.0,5.0,0.00979104200087022,11.0
275,2701.0,6.0,0.00974204100202769,12.0
276,2701.0,7.0,0.009718499990412965,11.0
277,2701.0,8.0,0.009573250004905276,11.0
278,2701.0,9.0,0.009813374999794178,12.0
279,2701.0,10.0,0.009421833005035296,11.0
280,2801.0,1.0,0.009797249993425794,1.0
281,2801.0,2.0,0.009978082991437986,3.0
282,2801.0,3.0,0.009780209002201445,9.0
283,2801.0,4.0,0.010067166993394494,8.0
284,2801.0,5.0,0.009883541002636775,12.0
285,2801.0,6.0,0.01012658300169278,12.0
286,2801.0,7.0,0.00985816698812414,10.0
287,2801.0,8.0,0.00968620800995268,9.0
288,2801.0,9.0,0.009898790987790562,13.0
289,2801.0,10.0,0.010396333993412554,11.0
290,2901.0,1.0,0.009253833995899186,1.0
291,2901.0,2.0,0.009692415987956338,2.0
292,2901.0,3.0,0.010977291007293388,6.0
293,2901.0,4.0,0.01037312499829568,12.0
294,2901.0,5.0,0.010295832995325327,10.0
295,2901.0,6.0,0.010739249992184341,13.0
296,2901.0,7.0,0.010048124997410923,9.0
297,2901.0,8.0,0.01023458300915081,12.0
298,2901.0,9.0,0.009934542002156377,13.0
299,2901.0,10.0,0.009862167004030198,12.0
300,3001.0,1.0,0.010214499998255633,1.0
301,3001.0,2.0,0.009734125007526018,4.0
302,3001.0,3.0,0.010198666001087986,4.0
303,3001.0,4.0,0.010746708008809946,7.0
304,3001.0,5.0,0.01148004199785646,10.0
305,3001.0,6.0,0.010338874999433756,11.0
306,3001.0,7.0,0.010855207990971394,12.0
307,3001.0,8.0,0.010566292010480538,12.0
308,3001.0,9.0,0.0099097499914933,8.0
309,3001.0,10.0,0.009993041996494867,11.0
310,3101.0,1.0,0.01020958399749361,1.0
311,3101.0,2.0,0.009739834000356495,4.0
312,3101.0,3.0,0.0101549579994753,9.0
313,3101.0,4.0,0.010330917008104734,10.0
314,3101.0,5.0,0.010252457999740727,11.0
315,3101.0,6.0,0.010565084012341686,10.0
316,3101.0,7.0,0.010037874992121942,10.0
317,3101.0,8.0,0.011448665987700224,10.0
318,3101.0,9.0,0.010011874997871928,11.0
319,3101.0,10.0,0.010478416996193118,13.0
320,3201.0,1.0,0.010373375000199303,1.0
321,3201.0,2.0,0.010731083995779045,2.0
322,3201.0,3.0,0.01016154199896846,5.0
323,3201.0,4.0,0.01009683299344033,9.0
324,3201.0,5.0,0.010550834005698562,9.0
325,3201.0,6.0,0.010354875004850328,11.0
326,3201.0,7.0,0.010037959000328556,12.0
327,3201.0,8.0,0.011494000005768612,8.0
328,3201.0,9.0,0.010285750002367422,12.0
329,3201.0,10.0,0.01068824999674689,11.0
330,3301.0,1.0,0.010564457988948561,1.0
331,3301.0,2.0,0.010576917004073039,3.0
332,3301.0,3.0,0.010322542002541013,6.0
333,3301.0,4.0,0.011717166999005713,12.0
334,3301.0,5.0,0.012825375000829808,11.0
335,3301.0,6.0,0.010176875002798624,8.0
336,3301.0,7.0,0.011016542004654184,11.0
337,3301.0,8.0,0.010123250001925044,13.0
338,3301.0,9.0,0.010330125005566515,10.0
339,3301.0,10.0,0.010573333987849765,10.0
340,3401.0,1.0,0.011012750008376315,1.0
341,3401.0,2.0,0.010358999992604367,2.0
342,3401.0,3.0,0.011284665990388021,4.0
343,3401.0,4.0,0.01042695899377577,10.0
344,3401.0,5.0,0.010800708012538962,13.0
345,3401.0,6.0,0.01013441599206999,10.0
346,3401.0,7.0,0.01123554199875798,11.0
347,3401.0,8.0,0.010977499987347983,16.0
348,3401.0,9.0,0.010708583009545691,11.0
349,3401.0,10.0,0.01060358299582731,9.0
350,3501.0,1.0,0.010793541994644329,1.0
351,3501.0,2.0,0.01070620799146127,2.0
352,3501.0,3.0,0.01035833399510011,4.0
353,3501.0,4.0,0.010501915996428579,9.0
354,3501.0,5.0,0.01047870899492409,10.0
355,3501.0,6.0,0.010268333004205488,13.0
356,3501.0,7.0,0.011377584000001661,10.0
357,3501.0,8.0,0.010735666000982746,10.0
358,3501.0,9.0,0.010379207989899442,11.0
359,3501.0,10.0,0.010288000004948117,14.0
360,3601.0,1.0,0.010365541005739942,1.0
361,3601.0,2.0,0.010758290998637676,3.0
362,3601.0,3.0,0.010965042005409487,5.0
363,3601.0,4.0,0.01080920900858473,8.0
364,3601.0,5.0,0.010506167003768496,12.0
365,3601.0,6.0,0.010675417011952959,10.0
366,3601.0,7.0,0.011261124993325211,9.0
367,3601.0,8.0,0.011158082998008467,13.0
368,3601.0,9.0,0.01157945800514426,11.0
369,3601.0,10.0,0.011190375007572584,12.0
370,3701.0,1.0,0.010178625001572073,1.0
371,3701.0,2.0,0.01090900000417605,2.0
372,3701.0,3.0,0.010569624995696358,5.0
373,3701.0,4.0,0.010235417008516379,10.0
374,3701.0,5.0,0.010998792000464164,9.0
375,3701.0,6.0,0.01115462499728892,13.0
376,3701.0,7.0,0.011073916000896133,10.0
377,3701.0,8.0,0.01078287500422448,13.0
378,3701.0,9.0,0.01127108400396537,12.0
379,3701.0,10.0,0.011631750006927177,10.0
380,3801.0,1.0,0.010931207987596281,1.0
381,3801.0,2.0,0.010883416995056905,4.0
382,3801.0,3.0,0.010956665995763615,7.0
383,3801.0,4.0,0.010769417000119574,10.0
384,3801.0,5.0,0.01179104100447148,10.0
385,3801.0,6.0,0.01049233300727792,10.0
386,3801.0,7.0,0.011370833002729341,14.0
387,3801.0,8.0,0.011532457996509038,10.0
388,3801.0,9.0,0.010726458000135608,12.0
389,3801.0,10.0,0.010881499998504296,13.0
390,3901.0,1.0,0.011822417000075802,1.0
391,3901.0,2.0,0.01128454199351836,2.0
392,3901.0,3.0,0.011384458004613407,6.0
393,3901.0,4.0,0.0111929160048021,10.0
394,3901.0,5.0,0.011674583001877181,14.0
395,3901.0,6.0,0.011235625002882443,13.0
396,3901.0,7.0,0.010798540999530815,12.0
397,3901.0,8.0,0.011521084001287818,14.0
398,3901.0,9.0,0.011479916007374413,9.0
399,3901.0,10.0,0.011617790994932875,12.0
400,4001.0,1.0,0.011179916007677093,1.0
401,4001.0,2.0,0.010864582989597693,4.0
402,4001.0,3.0,0.010649500007275492,4.0
403,4001.0,4.0,0.010629416996380314,7.0
404,4001.0,5.0,0.01089783399947919,12.0
405,4001.0,6.0,0.011233917000936344,10.0
406,4001.0,7.0,0.0117064170044614,11.0
407,4001.0,8.0,0.01185970799997449,12.0
408,4001.0,9.0,0.010976999998092651,11.0
409,4001.0,10.0,0.010961417006910779,11.0
410,4101.0,1.0,0.011263833002885804,1.0
411,4101.0,2.0,0.011226624992559664,3.0
412,4101.0,3.0,0.010894209000980482,5.0
413,4101.0,4.0,0.010729333007475361,9.0
414,4101.0,5.0,0.010825000004842877,12.0
415,4101.0,6.0,0.012078667001333088,11.0
416,4101.0,7.0,0.011381417003576644,11.0
417,4101.0,8.0,0.01164062500174623,13.0
418,4101.0,9.0,0.011489957993035205,11.0
419,4101.0,10.0,0.011568999994779006,13.0
420,4201.0,1.0,0.010823375007021241,1.0
421,4201.0,2.0,0.011232791002839804,4.0
422,4201.0,3.0,0.012486167004681192,7.0
423,4201.0,4.0,0.011162041002535261,10.0
424,4201.0,5.0,0.011096957998233847,12.0
425,4201.0,6.0,0.011772541998652741,11.0
426,4201.0,7.0,0.012068124997313134,9.0
427,4201.0,8.0,0.011353833004250191,13.0
428,4201.0,9.0,0.011443166993558407,13.0
429,4201.0,10.0,0.011780417000409216,13.0
430,4301.0,1.0,0.011439374997280538,1.0
431,4301.0,2.0,0.01129816600587219,4.0
432,4301.0,3.0,0.011591749993385747,5.0
433,4301.0,4.0,0.010823332995641977,11.0
434,4301.0,5.0,0.011077959003159776,12.0
435,4301.0,6.0,0.011560958999325521,10.0
436,4301.0,7.0,0.012222207995364442,9.0
437,4301.0,8.0,0.01181725000787992,9.0
438,4301.0,9.0,0.011514874990098178,11.0
439,4301.0,10.0,0.011581917002331465,12.0
440,4401.0,1.0,0.011724582989700139,1.0
441,4401.0,2.0,0.011111208004876971,3.0
442,4401.0,3.0,0.011806499998783693,6.0
443,4401.0,4.0,0.011637250005151145,7.0
444,4401.0,5.0,0.011344250000547618,11.0
445,4401.0,6.0,0.011328124994179234,9.0
446,4401.0,7.0,0.011743999988539144,10.0
447,4401.0,8.0,0.012619125001947396,12.0
448,4401.0,9.0,0.01126808300614357,14.0
449,4401.0,10.0,0.011168208002345636,11.0
450,4501.0,1.0,0.01345825000316836,1.0
451,4501.0,2.0,0.011417542002163827,4.0
452,4501.0,3.0,0.01131912499840837,7.0
453,4501.0,4.0,0.011618958989856765,8.0
454,4501.0,5.0,0.011222000000998378,8.0
455,4501.0,6.0,0.011203416011994705,10.0
456,4501.0,7.0,0.011741958005586639,12.0
457,4501.0,8.0,0.01164845799212344,15.0
458,4501.0,9.0,0.011622499994700775,12.0
459,4501.0,10.0,0.011469999997643754,11.0
460,4601.0,1.0,0.011877249999088235,1.0
461,4601.0,2.0,0.011900708006578498,3.0
462,4601.0,3.0,0.01240470798802562,9.0
463,4601.0,4.0,0.011843125001178123,10.0
464,4601.0,5.0,0.012171167007181793,11.0
465,4601.0,6.0,0.011550958006409928,12.0
466,4601.0,7.0,0.011653208988718688,9.0
467,4601.0,8.0,0.012221041994052939,10.0
468,4601.0,9.0,0.011753875005524606,9.0
469,4601.0,10.0,0.011371375003363937,12.0
470,4701.0,1.0,0.011555833989405073,1.0
471,4701.0,2.0,0.0116613749996759,4.0
472,4701.0,3.0,0.012071999997715466,9.0
473,4701.0,4.0,0.011415125001803972,8.0
474,4701.0,5.0,0.012014416002784856,12.0
475,4701.0,6.0,0.012317000000621192,15.0
476,4701.0,7.0,0.011799083004007116,12.0
477,4701.0,8.0,0.012481917001423426,13.0
478,4701.0,9.0,0.012516250004409812,10.0
479,4701.0,10.0,0.01243987500492949,13.0
480,4801.0,1.0,0.011721792005118914,1.0
481,4801.0,2.0,0.012059750006301329,3.0
482,4801.0,3.0,0.011572791001526639,7.0
483,4801.0,4.0,0.01251504100218881,9.0
484,4801.0,5.0,0.012561541996547021,12.0
485,4801.0,6.0,0.011532832999364473,11.0
486,4801.0,7.0,0.011699292008415796,11.0
487,4801.0,8.0,0.011952833010582253,13.0
488,4801.0,9.0,0.012257791997399181,12.0
489,4801.0,10.0,0.011527457987540402,10.0
490,4901.0,1.0,0.011832125004730187,1.0
491,4901.0,2.0,0.011759665998397395,4.0
492,4901.0,3.0,0.011674916007905267,4.0
493,4901.0,4.0,0.012140291000832804,7.0
494,4901.0,5.0,0.012120958999730647,9.0
495,4901.0,6.0,0.012276459005079232,11.0
496,4901.0,7.0,0.012176125004771166,15.0
497,4901.0,8.0,0.011818208993645385,10.0
498,4901.0,9.0,0.01189745900046546,10.0
499,4901.0,10.0,0.01198491700051818,9.0
500,5001.0,1.0,0.01178079200326465,1.0
501,5001.0,2.0,0.011662749995593913,4.0
502,5001.0,3.0,0.012749292000080459,6.0
503,5001.0,4.0,0.01309949999267701,10.0
504,5001.0,5.0,0.01264529199397657,12.0
505,5001.0,6.0,0.011903291000635363,10.0
506,5001.0,7.0,0.012229790998389944,12.0
507,5001.0,8.0,0.012744416992063634,11.0
508,5001.0,9.0,0.012591417005751282,10.0
509,5001.0,10.0,0.011901207995833829,12.0
510,5101.0,1.0,0.012729916998068802,1.0
511,5101.0,2.0,0.01210229200660251,3.0
512,5101.0,3.0,0.012643791997106746,5.0
513,5101.0,4.0,0.01156458399782423,8.0
514,5101.0,5.0,0.012089832991478033,8.0
515,5101.0,6.0,0.012473041992052458,9.0
516,5101.0,7.0,0.012229083004058339,10.0
517,5101.0,8.0,0.012563166004838422,9.0
518,5101.0,9.0,0.011860833008540794,13.0
519,5101.0,10.0,0.011653666995698586,9.0
520,5201.0,1.0,0.013511082986951806,1.0
521,5201.0,2.0,0.012373624995234422,2.0
522,5201.0,3.0,0.01176120899617672,6.0
523,5201.0,4.0,0.01250291700125672,9.0
524,5201.0,5.0,0.012065499991877005,11.0
525,5201.0,6.0,0.011853749994770624,14.0
526,5201.0,7.0,0.012438125006156042,10.0
527,5201.0,8.0,0.0124290419917088,14.0
528,5201.0,9.0,0.012272042004042305,11.0
529,5201.0,10.0,0.013032792005105875,8.0
530,5301.0,1.0,0.01292683300562203,1.0
531,5301.0,2.0,0.012245624995557591,4.0
532,5301.0,3.0,0.011687958001857623,6.0
533,5301.0,4.0,0.012395333003951237,10.0
534,5301.0,5.0,0.012414875003742054,10.0
535,5301.0,6.0,0.013571792005677707,12.0
536,5301.0,7.0,0.012074500002199784,14.0
537,5301.0,8.0,0.012609541998244822,10.0
538,5301.0,9.0,0.012387042006594129,12.0
539,5301.0,10.0,0.012273333995835856,10.0
540,5401.0,1.0,0.01223129199934192,1.0
541,5401.0,2.0,0.012085750000551343,3.0
542,5401.0,3.0,0.011985125005594455,5.0
543,5401.0,4.0,0.012459417004720308,9.0
544,5401.0,5.0,0.01210695800546091,11.0
545,5401.0,6.0,0.013034458010224625,12.0
546,5401.0,7.0,0.012693999990005977,10.0
547,5401.0,8.0,0.01284250000026077,11.0
548,5401.0,9.0,0.012365833012154326,10.0
549,5401.0,10.0,0.01330045799841173,10.0
550,5501.0,1.0,0.012153458999819122,1.0
551,5501.0,2.0,0.012548500002594665,2.0
552,5501.0,3.0,0.012308916993788444,8.0
553,5501.0,4.0,0.012377749997540377,11.0
554,5501.0,5.0,0.012578291993122548,11.0
555,5501.0,6.0,0.01333804200112354,13.0
556,5501.0,7.0,0.012818458009860478,15.0
557,5501.0,8.0,0.01238641599775292,12.0
558,5501.0,9.0,0.012533625005744398,14.0
559,5501.0,10.0,0.012421667008311488,11.0
560,5601.0,1.0,0.012077958002919331,1.0
561,5601.0,2.0,0.012308667006436735,3.0
562,5601.0,3.0,0.012552000000141561,8.0
563,5601.0,4.0,0.01415133400587365,11.0
564,5601.0,5.0,0.012561291994643398,12.0
565,5601.0,6.0,0.013821999993524514,10.0
566,5601.0,7.0,0.013644875012687407,11.0
567,5601.0,8.0,0.012880333990324289,13.0
568,5601.0,9.0,0.012410124996677041,11.0
569,5601.0,10.0,0.014357124993694015,14.0
570,5701.0,1.0,0.012694916993496008,1.0
571,5701.0,2.0,0.012822000004234724,3.0
572,5701.0,3.0,0.012484499995480292,8.0
573,5701.0,4.0,0.012773499998729676,12.0
574,5701.0,5.0,0.012785416998667642,11.0
575,5701.0,6.0,0.013143499993020669,11.0
576,5701.0,7.0,0.013382666991674341,12.0
577,5701.0,8.0,0.012730499991448596,9.0
578,5701.0,9.0,0.013035500000114553,10.0
579,5701.0,10.0,0.012747082990244962,11.0
580,5801.0,1.0,0.013173416999052279,1.0
581,5801.0,2.0,0.012375666992738843,4.0
582,5801.0,3.0,0.012979457998881117,5.0
583,5801.0,4.0,0.013252541000838391,6.0
